shared_interests_o,field,shared_interests_partner,d_funny_o_[0-5],funny_partner,d_attractive_o_[0-5],interests_correlate,d_like_[0-5],d_shared_interests_o_[0-5],d_shared_interests_partner_[0-5],d_attractive_partner_[0-5],d_funny_partner_[0-5],d_guess_prob_liked_[0-4],attractive_o,guess_prob_liked,expected_num_matches,pref_o_shared_interests,funny_o,d_guess_prob_liked_[7-10],attractive_partner,like,pref_o_intelligence,pref_o_attractive,d_funny_o_[9-10],match
8.0,178,7.0,0,9.0,1,0.31,0,0,0,0,0,0,5.0,6.0,2.0,15.0,7.0,0,8.0,8.0,30.0,30.0,0,1
6.0,178,2.0,0,8.0,1,-0.2,0,0,1,1,0,1,5.0,4.0,2.0,18.0,8.0,0,4.0,8.0,15.0,20.0,0,0
6.0,178,7.0,0,10.0,0,-0.2,0,0,0,0,0,1,6.0,4.0,2.0,15.0,8.0,0,10.0,9.0,20.0,20.0,0,1
5.0,178,3.0,0,4.0,1,0.22,0,1,1,0,1,1,4.0,4.0,2.0,10.0,8.0,0,9.0,7.0,21.0,23.0,0,0
3.0,79,3.0,1,5.0,1,0.32,1,1,1,1,1,1,5.0,3.0,2.0,5.0,5.0,0,3.0,2.0,18.0,30.0,0,0
8.0,79,6.0,0,8.0,0,0.14,0,0,0,0,0,0,6.0,6.0,2.0,10.0,8.0,0,6.0,8.0,20.0,30.0,0,1
6.0,79,5.0,0,5.0,1,0.4,1,0,1,1,1,0,5.0,6.0,2.0,25.0,7.0,0,5.0,5.0,25.0,25.0,0,0
7.0,79,6.0,0,6.0,0,0.57,0,0,0,1,0,0,8.0,5.0,2.0,10.0,8.0,0,5.0,6.0,28.0,24.0,0,0
6.0,79,6.0,0,7.0,0,0.48,0,1,0,0,0,0,6.0,6.0,2.0,0.0,7.0,0,6.0,6.0,0.0,60.0,0,0
2.0,79,3.0,1,7.0,1,0.57,0,1,1,1,0,1,3.0,3.0,2.0,5.0,5.0,0,3.0,6.0,20.0,25.0,0,0
6.0,79,5.0,0,8.0,0,0.73,0,0,1,0,0,0,7.0,6.0,2.0,10.0,7.0,0,7.0,7.0,28.0,27.0,0,1
7.0,79,6.0,0,7.0,0,0.54,0,0,0,1,0,0,7.0,6.0,2.0,5.0,8.0,0,5.0,6.0,30.0,25.0,0,1
2.0,79,5.0,1,3.0,1,0.31,1,1,1,1,1,1,5.0,3.0,2.0,20.0,3.0,0,4.0,3.0,20.0,20.0,0,0
7.0,79,6.0,0,5.0,0,-0.06,0,0,0,0,1,0,7.0,5.0,2.0,10.0,7.0,0,8.0,6.0,20.0,25.0,0,1
10.0,79,4.0,0,8.0,0,0.16,0,0,1,1,0,1,10.0,3.0,2.0,10.0,10.0,0,4.0,6.0,10.0,50.0,1,0
6.0,79,5.0,1,6.0,0,0.61,0,1,1,0,0,0,6.0,6.0,2.0,0.0,4.0,0,7.0,6.0,25.0,25.0,0,0
7.0,79,7.0,0,2.0,0,-0.19,1,0,0,1,1,1,7.0,4.0,2.0,5.0,7.0,0,2.0,3.0,25.0,20.0,0,0
6.0,79,5.0,1,7.0,0,0.22,1,1,1,1,0,0,8.0,5.0,2.0,20.0,6.400598653030681,0,4.0,5.0,25.0,10.0,0,0
10.0,79,5.0,0,4.0,0,0.1,1,0,1,1,1,1,8.0,3.0,2.0,8.0,8.0,0,2.0,3.0,5.0,35.0,0,0
5.0,79,6.0,1,7.0,1,0.38,0,1,0,0,0,0,3.0,6.0,2.0,10.0,3.0,0,8.0,7.0,15.0,20.0,0,0
7.0,79,8.0,1,8.0,0,0.32,0,0,0,0,0,0,8.0,8.0,2.0,20.0,5.0,1,6.0,6.0,10.0,20.0,0,0
4.0,79,5.0,1,7.0,1,0.41,0,1,1,1,0,1,3.0,4.0,2.0,15.0,5.0,0,5.0,6.0,30.0,30.0,0,0
6.0,79,5.0,0,3.0,1,0.4,0,0,1,0,1,1,5.0,4.0,2.0,18.0,6.0,0,7.0,6.0,15.0,20.0,0,0
4.0,79,6.0,0,7.0,0,0.41,0,1,0,0,0,1,6.0,4.0,2.0,15.0,7.0,0,6.0,6.0,20.0,20.0,0,0
3.0,79,4.0,0,4.0,1,0.05,1,1,1,1,1,1,5.0,4.0,2.0,10.0,6.0,0,3.0,3.0,21.0,23.0,0,0
9.0,124,9.0,1,4.0,1,0.23,0,0,0,0,1,1,5.0,3.0,0.0,5.0,4.0,0,6.0,6.0,18.0,30.0,0,0
2.0,124,3.0,1,4.0,1,0.52,1,1,1,1,1,1,4.0,1.0,0.0,10.0,0.0,0,5.0,5.0,20.0,30.0,0,0
7.0,124,8.0,1,5.0,0,0.24,0,0,0,0,1,1,6.0,1.0,0.0,25.0,4.0,0,8.0,6.0,25.0,25.0,0,0
4.0,124,8.0,1,4.0,1,0.52,0,1,0,0,1,1,3.0,2.0,0.0,10.0,2.0,0,6.0,8.0,28.0,24.0,0,0
3.0,124,4.0,1,5.0,1,0.24,0,1,1,1,1,1,5.0,2.0,0.0,0.0,5.0,0,5.0,7.0,0.0,60.0,0,0
8.0,124,7.0,1,5.0,1,0.13,0,0,0,1,1,1,5.0,3.0,0.0,5.0,5.0,0,5.0,6.0,20.0,25.0,0,0
3.0,124,3.0,1,5.0,0,0.13,0,1,1,0,1,1,6.0,2.0,0.0,10.0,3.0,0,6.0,6.0,28.0,27.0,0,0
3.0,124,4.0,1,5.0,1,0.44,0,1,1,0,1,1,3.0,3.0,0.0,5.0,3.0,0,8.0,9.0,30.0,25.0,0,0
3.0,124,2.0,1,3.0,0,0.41,0,1,1,0,1,1,6.0,3.0,0.0,20.0,5.0,0,9.0,8.0,20.0,20.0,0,1
0.0,124,2.0,1,8.0,0,0.21,0,1,1,0,0,1,7.0,2.0,0.0,10.0,0.0,0,9.0,8.0,20.0,25.0,0,0
10.0,124,6.0,0,6.400597907324364,0,-0.14,1,0,1,1,1,1,10.0,5.0,0.0,10.0,10.0,0,6.189995107632094,6.0,10.0,50.0,1,0
6.0,124,2.0,1,4.0,1,0.24,0,1,1,0,1,1,4.0,2.0,0.0,0.0,3.0,0,8.0,8.0,25.0,25.0,0,0
7.0,124,2.0,0,2.0,0,0.0,0,0,1,1,1,1,7.0,2.0,0.0,5.0,7.0,0,5.0,7.0,25.0,20.0,0,0
4.0,124,6.0,1,4.0,0,-0.08,0,1,0,0,1,1,7.0,2.0,0.0,20.0,6.400598653030681,0,6.0,8.0,25.0,10.0,0,0
6.0,124,3.0,1,5.0,1,0.14,0,0,1,0,1,1,5.0,2.0,0.0,8.0,5.0,0,6.0,9.0,5.0,35.0,0,0
3.0,124,7.0,1,6.0,1,0.31,0,1,0,0,0,1,3.0,2.0,0.0,10.0,3.0,0,6.0,7.0,15.0,20.0,0,0
2.0,124,1.0,1,6.0,1,0.11,0,1,1,0,0,1,3.0,2.0,0.0,20.0,3.0,0,6.0,6.0,10.0,20.0,0,0
4.0,124,3.0,1,3.0,1,0.52,0,1,1,0,1,1,3.0,2.0,0.0,15.0,3.0,0,9.0,6.0,30.0,30.0,0,0
6.0,124,3.0,0,6.0,1,0.35,0,0,1,0,0,1,4.0,2.0,0.0,18.0,6.0,0,6.0,7.0,15.0,20.0,0,0
3.0,124,2.0,1,4.0,1,-0.01,0,1,1,0,1,1,5.0,2.0,0.0,15.0,3.0,0,9.0,8.0,20.0,20.0,0,0
2.0,124,3.0,1,4.0,1,0.72,0,1,1,0,1,1,4.0,3.0,0.0,10.0,3.0,0,6.0,6.0,21.0,23.0,0,0
6.0,230,2.0,0,4.0,0,0.55,1,0,1,1,1,0,8.0,7.0,4.0,5.0,7.0,1,5.0,6.0,18.0,30.0,0,0
9.0,230,1.0,0,4.0,0,0.03,1,0,1,1,1,0,8.0,6.0,4.0,10.0,8.0,0,4.0,2.0,20.0,30.0,0,0
8.0,230,6.0,0,3.0,0,0.32,1,0,1,1,1,1,6.0,2.0,4.0,25.0,6.0,0,5.0,2.0,25.0,25.0,0,0
3.0,230,1.0,1,5.0,0,0.52,1,1,1,1,1,0,9.0,6.0,4.0,10.0,5.0,0,4.0,4.0,28.0,24.0,0,0
6.0,230,6.0,0,4.0,0,0.6,1,1,1,1,1,1,7.0,2.0,4.0,0.0,7.0,0,4.0,5.0,0.0,60.0,0,0
3.0,230,6.0,0,3.0,0,0.64,1,1,1,1,1,0,8.0,6.0,4.0,5.0,8.0,0,4.0,5.0,20.0,25.0,0,0
4.0,230,3.0,0,6.0,0,0.17,0,1,1,0,0,0,8.0,7.0,4.0,10.0,7.0,1,7.0,6.0,28.0,27.0,0,0
5.0,230,6.0,0,3.0,0,0.54,1,1,1,1,1,0,8.0,5.0,4.0,5.0,8.0,0,3.0,3.0,30.0,25.0,0,0
8.0,230,5.0,0,3.0,0,0.74,1,0,1,1,1,0,9.0,5.0,4.0,20.0,8.0,0,4.0,4.0,20.0,20.0,0,0
7.0,230,6.0,0,5.0,0,-0.05,1,0,1,1,1,0,7.0,5.0,4.0,10.0,7.0,0,4.0,4.0,20.0,25.0,0,0
10.0,230,6.0,0,10.0,0,0.18,0,0,1,1,0,0,10.0,7.0,4.0,10.0,10.0,1,2.0,6.0,10.0,50.0,1,0
6.0,230,5.0,0,8.0,0,0.61,0,1,1,0,0,0,6.0,5.0,4.0,0.0,7.0,0,6.0,6.0,25.0,25.0,0,0
7.5,230,1.0,0,2.0,0,0.01,1,0,1,1,1,0,7.5,5.0,4.0,5.0,7.5,0,2.0,2.0,25.0,20.0,0,0
9.0,230,5.0,1,3.0,0,0.26,1,0,1,1,1,0,7.0,5.0,4.0,20.0,6.400598653030681,0,4.0,3.0,25.0,10.0,0,0
6.0,230,0.0,0,0.0,0,0.01,1,1,1,1,1,0,7.0,5.0,4.0,8.0,7.0,0,2.0,1.0,5.0,35.0,0,0
5.0,230,6.0,0,7.0,0,0.43,0,1,1,0,0,0,7.0,5.0,4.0,10.0,6.0,0,6.0,8.0,15.0,20.0,0,1
6.0,230,6.0,0,7.0,0,0.27,0,0,1,0,0,0,8.0,7.0,4.0,20.0,8.0,1,7.0,8.0,10.0,20.0,0,1
8.0,230,0.0,0,2.0,1,0.37,1,0,1,0,1,1,4.0,0.0,4.0,15.0,7.0,0,8.0,2.0,30.0,30.0,0,0
8.0,230,6.0,0,9.0,0,0.28,0,0,0,0,0,0,7.0,8.0,4.0,18.0,8.0,1,7.0,7.0,15.0,20.0,0,1
4.0,230,0.0,1,6.0,0,0.53,0,1,1,0,0,1,7.0,3.0,4.0,15.0,5.0,0,6.0,6.0,20.0,20.0,0,1
3.0,230,0.0,1,5.0,0,0.29,1,1,1,1,1,0,6.0,5.0,4.0,10.0,5.0,0,4.0,2.0,21.0,23.0,0,0
7.0,168,5.0,0,5.0,0,-0.08,1,0,1,1,1,0,9.0,6.0,0.0,5.0,6.0,0,4.0,5.0,18.0,30.0,0,0
2.0,168,4.0,1,5.0,1,0.1,1,1,1,1,1,0,3.0,6.0,0.0,10.0,2.0,0,4.0,5.0,20.0,30.0,0,0
5.0,168,4.0,1,4.0,1,-0.48,1,1,1,0,1,0,5.0,6.0,0.0,25.0,5.0,0,6.0,5.0,25.0,25.0,0,0
4.0,168,6.0,1,6.0,1,-0.22,1,1,0,1,0,0,5.0,6.0,0.0,10.0,5.0,0,5.0,5.0,28.0,24.0,0,0
6.0,168,6.0,0,5.0,0,-0.7,0,1,0,0,1,0,6.0,6.0,0.0,0.0,7.0,0,6.0,6.0,0.0,60.0,0,0
6.0,168,5.0,1,5.0,0,-0.28,1,1,1,1,1,0,8.0,6.0,0.0,5.0,5.0,0,4.0,5.0,20.0,25.0,0,0
4.0,168,5.0,1,5.0,0,-0.29,1,1,1,0,1,0,6.0,6.0,0.0,10.0,4.0,0,6.0,5.0,28.0,27.0,0,0
5.0,168,4.0,1,4.0,1,-0.45,1,1,1,1,1,0,5.0,6.0,0.0,5.0,5.0,0,4.0,5.0,30.0,25.0,0,0
3.0,168,4.0,0,3.0,1,-0.34,1,1,1,1,1,0,5.0,6.0,0.0,20.0,7.0,0,4.0,5.0,20.0,20.0,0,0
8.0,168,7.0,0,6.0,0,-0.19,0,0,0,0,0,0,8.0,6.0,0.0,10.0,8.0,0,6.0,6.0,20.0,25.0,0,0
5.0,168,4.0,1,5.0,1,-0.51,1,1,1,1,1,0,5.0,7.0,0.0,10.0,5.0,1,3.0,5.0,10.0,50.0,0,0
6.0,168,6.0,0,6.0,0,-0.18,1,1,0,1,0,0,7.0,6.0,0.0,0.0,6.0,0,3.0,5.0,25.0,25.0,0,0
6.0,168,4.0,0,6.0,0,0.24,1,0,1,1,0,0,6.0,6.0,0.0,5.0,6.0,0,3.0,5.0,25.0,20.0,0,0
6.0,168,4.0,1,6.0,0,-0.59,1,1,1,1,0,0,6.0,6.0,0.0,20.0,6.400598653030681,0,3.0,5.0,25.0,10.0,0,0
10.0,168,5.0,0,4.0,0,0.01,1,0,1,1,1,1,9.0,3.0,0.0,8.0,9.0,0,3.0,5.0,5.0,35.0,1,0
3.0,168,4.0,1,6.0,1,-0.39,1,1,1,1,0,0,3.0,6.0,0.0,10.0,3.0,0,5.0,5.0,15.0,20.0,0,0
3.0,168,5.0,1,6.0,0,-0.37,1,1,1,1,0,0,7.0,6.0,0.0,20.0,5.0,0,5.0,5.0,10.0,20.0,0,0
3.0,168,4.0,1,4.0,1,-0.39,1,1,1,1,1,0,4.0,6.0,0.0,15.0,5.0,0,4.0,5.0,30.0,30.0,0,0
6.0,168,7.0,0,6.0,0,-0.12,1,0,0,1,0,0,6.0,6.0,0.0,18.0,7.0,0,4.0,5.0,15.0,20.0,0,0
4.0,168,7.0,1,7.0,1,-0.28,1,1,0,1,0,0,5.0,6.0,0.0,15.0,4.0,0,5.0,5.0,20.0,20.0,0,0
6.0,168,5.0,0,5.0,0,0.09,1,0,1,1,1,0,7.0,6.0,0.0,10.0,7.0,0,4.0,5.0,21.0,23.0,0,0
6.0,89,7.0,0,8.0,0,-0.21,0,0,0,0,0,0,10.0,7.0,5.0,5.0,6.0,1,9.0,8.5,18.0,30.0,0,1
9.0,89,8.0,0,8.0,0,-0.22,0,0,0,0,0,0,8.0,7.0,5.0,10.0,8.0,1,8.0,8.0,20.0,30.0,0,1
6.0,89,6.0,0,6.0,0,0.27,0,0,1,0,0,0,9.0,5.0,5.0,25.0,7.0,0,8.0,7.0,25.0,25.0,0,0
7.0,89,8.0,0,7.0,0,0.06,0,0,0,0,0,0,8.0,6.0,5.0,10.0,8.0,0,7.0,8.0,28.0,24.0,0,1
6.0,89,7.0,0,6.0,0,0.48,0,1,0,0,0,0,9.0,5.0,5.0,0.0,8.0,0,7.0,7.0,0.0,60.0,0,1
6.0,89,6.0,0,7.0,0,-0.07,0,1,1,0,0,0,7.0,6.0,5.0,5.0,7.0,0,6.0,8.0,20.0,25.0,0,0
6.0,89,8.0,0,8.0,0,0.63,0,0,0,0,0,0,8.0,7.0,5.0,10.0,8.0,1,9.5,9.0,28.0,27.0,0,1
7.0,89,5.0,0,7.0,0,0.32,0,0,1,1,0,0,6.0,5.0,5.0,5.0,7.0,0,5.0,8.0,30.0,25.0,0,0
5.0,89,4.0,0,5.0,0,0.02,1,1,1,1,1,0,10.0,5.0,5.0,20.0,8.0,0,5.0,5.0,20.0,20.0,0,0
9.0,89,5.0,0,7.0,0,0.57,0,0,1,0,0,0,9.0,5.0,5.0,10.0,9.0,0,7.0,6.0,20.0,25.0,1,0
10.0,89,5.0,0,6.0,0,0.74,0,0,1,1,0,0,10.0,8.0,5.0,10.0,10.0,1,5.0,6.0,10.0,50.0,1,0
6.0,89,6.0,0,6.0,0,0.01,0,1,1,0,0,0,7.0,5.0,5.0,0.0,6.0,0,8.0,7.0,25.0,25.0,0,0
8.5,89,6.0,0,5.0,0,-0.33,0,0,0,0,1,0,8.5,5.0,5.0,5.0,8.5,0,6.0,7.0,25.0,20.0,1,0
6.0,89,4.0,1,6.0,0,0.08,1,1,1,1,0,1,10.0,4.0,5.0,20.0,6.400598653030681,0,5.0,5.0,25.0,10.0,0,0
9.0,89,6.0,0,4.0,0,0.01,1,0,0,1,1,0,9.0,5.0,5.0,8.0,9.0,0,5.0,4.0,5.0,35.0,1,0
5.0,89,6.0,1,7.0,1,0.56,0,1,1,0,0,0,5.0,6.0,5.0,10.0,5.0,0,7.0,7.0,15.0,20.0,0,1
8.0,89,8.0,0,6.0,0,0.48,0,0,0,1,0,1,10.0,4.0,5.0,20.0,6.0,0,5.0,8.0,10.0,20.0,0,1
7.0,89,8.0,0,8.0,0,0.23,0,0,0,0,0,0,9.0,6.0,5.0,15.0,8.0,0,8.0,9.0,30.0,30.0,0,1
8.0,89,8.0,0,7.0,0,0.4,0,0,0,1,0,0,9.0,6.0,5.0,18.0,9.0,0,5.0,9.0,15.0,20.0,1,0
6.0,89,7.0,0,8.0,0,0.43,0,0,0,0,0,0,8.0,6.0,5.0,15.0,7.0,0,9.0,9.0,20.0,20.0,0,1
7.0,89,7.0,0,6.0,0,0.06,0,0,0,0,0,0,9.0,5.0,5.0,10.0,6.0,0,7.0,8.0,21.0,23.0,0,1
7.0,11,8.0,1,6.0,0,0.43,0,0,0,0,0,0,9.0,7.0,1.0,5.0,5.0,1,6.0,7.0,18.0,30.0,0,0
7.0,11,7.0,0,7.0,0,0.53,0,0,0,0,0,0,8.0,7.0,1.0,10.0,7.0,1,8.0,8.0,20.0,30.0,0,1
8.0,11,4.0,1,4.0,0,0.64,1,0,1,0,1,1,8.0,4.0,1.0,25.0,5.0,0,6.0,4.0,25.0,25.0,0,0
8.0,11,3.0,0,6.0,0,0.71,0,0,1,0,0,0,9.0,8.0,1.0,10.0,9.0,1,6.0,8.0,28.0,24.0,1,0
2.0,11,7.0,0,6.0,0,0.52,0,1,0,0,0,0,7.0,7.0,1.0,0.0,8.0,1,8.0,8.0,0.0,60.0,0,0
2.0,11,3.0,0,6.0,1,0.64,0,1,1,1,0,0,5.0,7.0,1.0,5.0,7.0,1,5.0,6.0,20.0,25.0,0,0
4.0,11,5.0,0,6.0,0,0.22,0,1,1,0,0,0,8.0,7.0,1.0,10.0,8.0,1,8.0,8.0,28.0,27.0,0,1
6.0,11,8.0,0,8.0,0,0.64,0,0,0,1,0,0,8.0,8.0,1.0,5.0,8.0,1,5.0,8.0,30.0,25.0,0,0
8.0,11,5.0,0,5.0,0,0.5,0,0,1,0,1,0,8.0,7.0,1.0,20.0,7.0,1,6.0,6.0,20.0,20.0,0,0
6.0,11,5.0,0,7.0,0,-0.18,1,1,1,0,0,0,8.0,5.0,1.0,10.0,8.0,0,6.0,4.0,20.0,25.0,0,0
9.0,11,3.0,0,6.0,0,0.17,0,0,1,0,0,0,8.0,9.0,1.0,10.0,9.0,1,7.0,7.0,10.0,50.0,1,1
6.0,11,4.0,0,7.0,1,0.63,0,0,1,0,0,0,5.0,5.0,1.0,0.0,6.0,0,6.0,6.0,25.0,25.0,0,0
8.0,11,5.0,0,6.0,0,0.24,0,0,1,0,0,0,8.0,10.0,1.0,5.0,8.0,1,6.0,7.0,25.0,20.0,0,0
6.0,11,4.0,0,6.0,0,0.31,1,1,1,0,0,0,7.0,7.0,1.0,20.0,7.0,1,7.0,5.0,25.0,10.0,0,0
7.0,11,2.0,0,8.0,0,0.25,1,0,1,0,0,0,8.0,6.0,1.0,8.0,8.0,0,6.0,5.0,5.0,35.0,0,0
5.0,11,6.0,0,7.0,0,0.42,0,1,0,0,0,0,6.0,6.0,1.0,10.0,6.0,0,7.0,8.0,15.0,20.0,0,1
9.0,11,4.0,0,7.0,0,0.24,0,0,1,0,0,0,9.0,7.0,1.0,20.0,9.0,1,8.0,8.0,10.0,20.0,1,1
5.0,11,5.0,0,5.0,0,0.73,0,1,1,0,1,0,7.0,6.0,1.0,15.0,6.0,0,9.0,6.0,30.0,30.0,0,0
7.0,11,8.0,0,8.0,0,0.35,0,0,0,0,0,0,6.0,7.0,1.0,18.0,6.0,1,7.0,7.0,15.0,20.0,0,1
5.0,11,2.0,0,9.0,0,0.21,1,1,1,0,0,0,7.0,5.0,1.0,15.0,6.0,0,8.0,5.0,20.0,20.0,0,0
6.0,11,5.0,0,7.0,0,0.24,0,0,1,0,0,0,8.0,6.0,1.0,10.0,7.0,0,8.0,7.0,21.0,23.0,0,0
5.0,19,6.0,1,4.0,1,0.34,0,1,0,1,1,0,4.0,6.0,6.0,5.0,5.0,0,5.0,6.0,18.0,30.0,0,0
4.0,19,4.0,1,5.0,1,0.13,1,1,1,1,1,1,4.0,4.0,6.0,10.0,4.0,0,4.0,5.0,20.0,30.0,0,0
8.0,19,4.0,0,5.0,0,0.61,1,0,1,1,1,0,7.0,5.0,6.0,25.0,6.0,0,5.0,5.0,25.0,25.0,0,0
5.0,19,8.0,0,7.0,0,0.63,0,1,0,0,0,0,7.0,6.0,6.0,10.0,7.0,0,7.0,7.0,28.0,24.0,0,1
7.0,19,7.0,0,6.0,0,0.49,0,0,0,1,0,0,7.0,5.0,6.0,0.0,7.0,0,5.0,6.0,0.0,60.0,0,0
2.0,19,6.0,0,4.0,0,0.68,1,1,0,1,1,1,6.0,4.0,6.0,5.0,7.0,0,5.0,5.0,20.0,25.0,0,0
4.0,19,5.0,0,5.0,0,0.18,0,1,1,0,1,0,7.0,6.0,6.0,10.0,8.0,0,6.0,6.0,28.0,27.0,0,1
7.0,19,6.0,0,7.0,0,0.52,0,0,0,0,0,0,8.0,6.0,6.0,5.0,8.0,0,6.0,7.0,30.0,25.0,0,1
9.0,19,6.0,0,5.0,0,0.47,0,0,0,0,1,0,7.0,7.0,6.0,20.0,6.0,1,6.0,6.0,20.0,20.0,0,1
9.0,19,6.0,0,7.0,0,-0.06,0,0,0,0,0,0,9.0,5.0,6.0,10.0,9.0,0,6.0,6.0,20.0,25.0,1,1
9.0,19,5.0,1,5.0,1,0.57,0,0,1,1,1,0,5.0,5.0,6.0,10.0,5.0,0,5.0,6.0,10.0,50.0,0,0
6.0,19,6.0,0,6.0,0,0.6,0,0,0,1,0,0,6.0,6.0,6.0,0.0,6.0,0,5.0,6.0,25.0,25.0,0,0
6.0,19,4.0,0,4.0,0,-0.05,1,0,1,1,1,1,6.0,4.0,6.0,5.0,6.0,0,4.0,5.0,25.0,20.0,0,0
6.0,19,5.0,0,4.0,0,0.15,0,1,1,1,1,1,7.0,4.0,6.0,20.0,8.0,0,5.0,6.0,25.0,10.0,0,0
6.0,19,4.0,0,5.0,0,0.03,1,0,1,1,1,1,7.0,4.0,6.0,8.0,7.0,0,4.0,5.0,5.0,35.0,0,0
3.0,19,6.0,0,6.0,1,0.68,0,1,0,0,0,0,4.0,5.0,6.0,10.0,6.0,0,6.0,6.0,15.0,20.0,0,0
5.0,19,5.0,1,4.0,1,0.34,0,1,1,0,1,0,5.0,5.0,6.0,20.0,5.0,0,6.0,6.0,10.0,20.0,0,0
6.0,19,5.0,1,4.0,1,0.6,0,0,1,1,1,0,4.0,5.0,6.0,15.0,5.0,0,5.0,6.0,30.0,30.0,0,0
6.0,19,5.0,0,5.0,0,0.38,1,0,1,1,1,0,6.0,5.0,6.0,18.0,7.0,0,4.0,5.0,15.0,20.0,0,0
4.0,19,6.0,1,6.0,0,0.41,0,1,0,0,0,0,7.0,5.0,6.0,15.0,4.0,0,7.0,6.0,20.0,20.0,0,0
5.0,19,5.0,1,5.0,0,0.31,0,1,1,0,1,0,6.0,5.0,6.0,10.0,5.0,0,6.0,6.0,21.0,23.0,0,0
4.0,191,6.0,0,5.0,0,0.37,0,1,0,0,1,0,7.0,5.0,2.0,5.0,6.0,0,6.0,6.0,18.0,30.0,0,0
7.0,191,6.0,0,5.0,0,0.29,0,0,0,1,1,0,6.0,5.0,2.0,10.0,6.0,0,5.0,6.0,20.0,30.0,0,0
5.0,191,4.0,0,5.0,0,0.43,1,1,1,0,1,0,7.0,5.0,2.0,25.0,6.0,0,6.0,5.0,25.0,25.0,0,0
8.0,191,5.0,0,4.0,0,0.55,1,0,1,1,1,1,7.0,4.0,2.0,10.0,9.0,0,4.0,4.0,28.0,24.0,1,0
6.0,191,5.0,0,5.0,0,0.17,0,1,1,0,1,1,6.0,4.0,2.0,0.0,8.0,0,6.0,6.0,0.0,60.0,0,0
2.0,191,2.0,1,4.0,1,0.2,1,1,1,1,1,1,5.0,4.0,2.0,5.0,5.0,0,4.0,4.0,20.0,25.0,0,0
3.0,191,6.0,1,6.0,0,-0.12,0,1,0,0,0,0,9.0,6.0,2.0,10.0,4.0,0,7.0,6.0,28.0,27.0,0,0
5.0,191,6.0,1,4.0,0,0.27,1,1,0,1,1,0,6.0,5.0,2.0,5.0,5.0,0,5.0,5.0,30.0,25.0,0,0
2.0,191,4.0,1,3.0,1,0.23,1,1,1,1,1,1,5.0,4.0,2.0,20.0,4.0,0,4.0,5.0,20.0,20.0,0,0
8.0,191,6.0,0,7.0,0,-0.1,0,0,0,0,0,0,8.0,5.0,2.0,10.0,8.0,0,7.0,7.0,20.0,25.0,0,1
9.0,191,4.0,0,4.0,0,-0.39,1,0,1,1,1,0,10.0,6.0,2.0,10.0,9.0,0,4.0,4.0,10.0,50.0,1,0
6.0,191,4.0,1,3.0,1,0.41,1,1,1,1,1,1,5.0,4.0,2.0,0.0,5.0,0,5.0,4.0,25.0,25.0,0,0
6.0,191,6.0,0,4.0,0,-0.13,0,0,0,1,1,0,6.0,6.0,2.0,5.0,6.0,0,4.0,6.0,25.0,20.0,0,0
6.0,191,4.0,0,4.0,0,-0.22,0,1,1,1,1,0,8.0,6.0,2.0,20.0,7.0,0,5.0,6.0,25.0,10.0,0,0
7.0,191,4.0,0,4.0,0,-0.17,1,0,1,1,1,1,9.0,4.0,2.0,8.0,9.0,0,4.0,3.0,5.0,35.0,1,0
3.0,191,6.0,1,6.0,1,0.0,0,1,0,0,0,0,5.0,6.0,2.0,10.0,3.0,0,7.0,7.0,15.0,20.0,0,0
1.0,191,6.0,1,7.0,1,-0.37,0,1,0,1,0,0,5.0,7.0,2.0,20.0,3.0,1,4.0,7.0,10.0,20.0,0,0
4.0,191,7.0,0,6.0,1,0.42,0,1,0,0,0,0,3.0,6.0,2.0,15.0,6.0,0,6.0,7.0,30.0,30.0,0,0
6.0,191,6.0,0,6.0,1,0.33,0,0,0,1,0,0,5.0,6.0,2.0,18.0,6.0,0,4.0,6.0,15.0,20.0,0,0
6.0,191,7.0,0,6.0,0,-0.24,0,0,0,0,0,0,7.0,6.0,2.0,15.0,7.0,0,7.0,7.0,20.0,20.0,0,0
7.0,191,6.0,0,7.0,0,0.29,0,0,0,0,0,0,8.0,6.0,2.0,10.0,8.0,0,6.0,6.0,21.0,23.0,0,1
5.0,191,6.0,0,6.0,0,0.41,1,1,0,1,0,0,9.0,5.0,2.0,5.0,7.0,0,4.0,4.0,18.0,30.0,0,0
7.0,191,8.0,0,8.0,0,0.6,0,0,0,1,0,0,8.0,7.0,2.0,10.0,7.0,1,4.0,7.0,20.0,30.0,0,0
7.0,191,6.0,0,7.0,0,0.29,0,0,0,0,0,0,7.0,7.0,2.0,25.0,6.0,1,7.0,7.0,25.0,25.0,0,0
6.0,191,6.0,0,7.0,0,0.43,0,0,0,0,0,0,7.0,7.0,2.0,10.0,6.0,1,6.0,6.0,28.0,24.0,0,0
6.0,191,7.0,0,7.0,0,-0.17,0,1,0,0,0,0,7.0,8.0,2.0,0.0,6.0,1,7.0,8.0,0.0,60.0,0,0
2.0,191,6.0,1,6.0,0,0.26,0,1,0,1,0,0,7.0,7.0,2.0,5.0,4.0,1,5.0,7.0,20.0,25.0,0,0
5.0,191,7.0,0,8.0,0,0.02,0,1,0,0,0,0,7.0,8.0,2.0,10.0,7.0,1,8.0,8.0,28.0,27.0,0,0
5.0,191,6.0,0,1.0,0,0.22,1,1,0,1,1,0,6.0,8.0,2.0,5.0,6.0,1,2.0,3.0,30.0,25.0,0,0
