d_funny_partner_[0-5],funny_partner,expected_num_matches,d_attractive_o_[0-5],pref_o_attractive,attractive_o,d_guess_prob_liked_[0-4],shared_interests_partner,field,guess_prob_liked,d_guess_prob_liked_[7-10],pref_o_shared_interests,like,d_funny_o_[9-10],attractive_partner,funny_o,d_shared_interests_partner_[0-5],interests_correlate,d_attractive_partner_[0-5],pref_o_intelligence,shared_interests_o,d_like_[0-5],d_shared_interests_o_[0-5],d_funny_o_[0-5],match
1,2.0,6.0,0,15.38,6.0,1,2.0,217,4.0,0,19.23,3.0,0,3.0,6.0,1,-0.43,1,17.31,5.0,1,1,0,0
1,2.0,2.0,1,30.0,4.0,1,1.0,191,1.0,0,10.0,1.0,1,1.0,10.0,1,-0.24,1,20.0,7.0,1,0,0,0
0,10.0,2.0,0,16.0,9.0,0,7.0,42,6.0,0,11.0,9.0,1,10.0,9.0,0,0.39,0,19.0,9.0,0,0,0,0
1,5.0,6.0,0,20.0,8.0,0,6.0,100,6.0,0,15.0,7.0,0,7.0,8.0,0,0.17,0,20.0,5.0,0,1,0,0
0,6.0,5.0,0,25.0,9.0,0,6.0,89,5.0,0,25.0,7.0,0,8.0,7.0,1,0.27,0,25.0,6.0,0,0,0,0
1,5.0,3.0,0,30.0,6.0,1,4.0,44,4.0,0,0.0,6.0,0,5.0,8.0,1,-0.28,1,30.0,5.0,0,1,0,0
1,5.0,5.0,0,21.0,8.0,0,6.0,236,5.0,0,13.0,6.0,0,6.0,5.0,0,0.17,0,22.0,4.0,0,1,1,0
1,4.0,1.0,0,35.0,6.0,1,4.0,225,2.0,0,5.0,3.0,0,3.0,5.0,1,0.44,1,10.0,4.0,1,1,1,0
1,5.0,1.0,1,20.0,3.0,1,1.0,135,2.0,0,10.0,4.0,0,8.0,5.0,1,0.19,0,25.0,5.0,1,1,1,0
0,9.0,4.0,1,15.0,2.0,0,7.0,85,8.0,1,10.0,9.0,0,9.0,2.0,0,0.31,0,20.0,2.0,0,1,1,0
0,7.0,2.0,1,20.0,5.0,1,6.0,5,2.0,0,15.0,8.0,0,5.0,2.0,1,0.18,1,20.0,6.0,0,1,1,0
0,7.0,0.0,0,10.0,7.0,0,7.0,109,7.0,1,15.0,7.0,0,6.0,6.0,0,0.37,0,40.0,7.0,0,0,0,0
0,7.0,1.0,0,30.0,7.0,0,5.0,141,5.0,0,5.0,5.0,0,6.0,6.0,1,-0.22,0,20.0,5.0,1,1,0,0
0,6.0,0.0,0,25.0,6.0,1,6.0,10,3.0,0,25.0,4.0,0,5.0,5.0,0,0.56,1,25.0,7.0,1,0,1,0
1,4.0,0.0,1,17.78,3.0,1,2.0,119,1.0,0,15.56,2.0,0,4.0,4.0,1,0.03,1,17.78,2.0,1,1,1,0
1,5.0,7.0,0,75.0,8.0,0,6.0,126,7.0,1,5.0,7.0,1,5.0,9.0,1,0.04,1,5.0,7.0,0,0,0,0
1,5.0,0.0,0,35.0,7.0,0,5.0,247,5.0,0,8.0,5.0,0,5.0,5.0,1,-0.02,1,5.0,9.0,1,0,1,0
0,7.0,1.0,0,25.0,7.0,0,6.0,178,6.0,0,10.0,6.0,0,8.0,7.0,0,0.47,0,20.0,7.0,0,0,0,0
0,6.0,2.0,0,50.0,6.0,1,6.0,76,3.0,0,5.0,8.0,1,7.0,9.0,0,-0.01,0,10.0,6.0,0,1,0,1
1,4.0,3.0,0,50.0,8.0,0,1.0,140,5.0,0,30.0,2.0,0,4.0,7.0,1,0.33,1,5.0,5.0,1,1,0,0
0,10.0,1.0,1,15.0,3.0,0,7.0,90,6.0,0,20.0,7.0,0,8.0,2.0,0,0.09,0,25.0,2.0,0,1,1,0
0,7.0,2.0,1,70.0,5.0,1,2.0,204,4.0,0,0.0,6.0,0,8.0,7.0,1,0.47,0,15.0,8.0,0,0,0,0
0,9.0,5.0,0,20.0,7.0,0,9.0,159,7.0,1,15.0,9.0,0,8.0,7.0,0,-0.09,0,25.0,6.0,0,0,0,0
1,5.0,2.0,0,15.0,7.0,1,3.0,109,3.0,0,15.0,6.0,0,7.0,8.0,1,0.06,0,25.0,3.0,0,1,0,0
0,9.0,4.0,0,30.0,7.0,0,7.0,126,10.0,1,15.0,8.0,0,7.0,8.0,0,-0.02,0,10.0,5.0,0,1,0,0
0,6.0,2.0,1,17.0,1.0,1,7.0,126,3.0,0,10.0,7.0,0,8.0,1.0,0,-0.31,0,18.0,2.0,0,1,1,0
1,5.0,6.0,0,23.0,6.0,0,5.0,19,5.0,0,10.0,6.0,0,6.0,5.0,1,0.31,0,21.0,5.0,0,1,1,0
0,7.0,8.0,0,10.0,7.0,0,6.0,154,5.0,0,10.0,7.0,0,6.0,7.0,0,0.16,0,20.0,7.0,0,0,0,0
0,7.0,3.0,0,35.0,7.0,0,9.0,61,7.0,1,5.0,8.0,0,7.0,5.0,0,-0.24,0,20.0,4.0,0,1,1,0
1,5.0,4.0,1,9.76,5.0,1,4.0,214,2.0,0,17.07,4.0,0,4.0,7.0,1,0.05,1,19.51,5.0,1,1,0,0
0,6.0,1.0,0,30.0,9.0,0,8.0,11,7.0,1,5.0,7.0,0,6.0,5.0,0,0.43,0,18.0,7.0,0,0,1,0
0,9.0,2.0,1,15.0,5.0,0,8.0,109,5.0,0,5.0,8.0,1,6.0,9.0,0,0.4,0,30.0,10.0,0,0,0,1
1,6.400597907324364,5.0,1,15.0,6.190411462160177,1,6.0,30,5.0,0,20.0,6.0,0,6.189995107632094,6.400598653030681,1,-0.05,1,20.0,6.0,1,1,1,0
1,5.0,4.0,0,25.0,6.0,0,5.0,28,5.0,0,0.0,5.0,0,5.0,5.0,1,0.18,1,20.0,6.0,1,0,1,0
0,8.0,3.0,0,28.0,8.0,1,4.0,185,4.0,0,8.0,4.0,1,7.0,9.0,1,0.06,0,17.0,7.0,1,0,0,0
0,9.0,3.0,0,50.0,7.0,0,9.0,61,7.0,1,15.0,9.0,0,9.0,8.0,0,-0.15,0,25.0,7.0,0,0,0,0
0,9.0,3.0,0,19.57,7.0,0,9.0,234,7.0,1,13.04,8.0,0,9.0,8.0,0,0.02,0,15.22,4.0,0,1,0,1
0,9.0,2.0,1,40.0,2.0,1,5.0,55,5.0,0,0.0,8.0,0,8.0,6.0,1,-0.31,0,10.0,5.0,0,1,0,0
1,4.0,4.0,1,30.0,4.0,1,3.0,76,4.0,0,4.0,4.0,0,4.0,3.0,1,0.34,1,30.0,2.0,1,1,1,0
1,2.0,3.0,0,30.0,9.0,1,0.0,135,4.0,0,5.0,2.0,0,4.0,7.0,1,0.37,1,10.0,5.0,1,1,0,0
0,7.0,1.0,0,20.0,6.0,1,2.0,194,2.0,0,10.0,5.0,0,4.0,7.0,1,0.43,1,20.0,6.0,1,1,0,0
1,2.0,2.0,0,40.0,8.0,0,5.0,244,5.0,0,20.0,4.0,0,3.0,7.0,1,0.17,1,10.0,6.0,1,0,0,0
1,5.0,0.0,1,12.24,4.0,1,5.0,224,2.0,0,16.33,4.0,0,6.0,7.0,1,0.43,0,16.33,7.0,1,0,0,1
0,7.0,4.0,1,40.0,5.0,1,6.0,126,1.0,0,12.0,3.0,0,4.0,8.0,1,0.15,1,18.0,4.0,1,1,0,0
0,6.0,4.0,0,27.0,8.0,0,3.0,230,7.0,1,10.0,6.0,0,7.0,7.0,1,0.17,0,28.0,4.0,0,1,0,0
0,9.0,9.0,1,10.0,4.0,0,7.0,116,7.0,1,10.0,8.5,0,9.0,4.0,0,-0.17,0,40.0,4.0,0,1,1,0
0,8.0,3.0,0,16.0,6.0,0,7.0,167,7.0,1,16.0,7.0,1,7.0,9.0,0,0.64,0,18.0,7.0,0,0,0,0
1,5.0,2.0,1,15.0,2.0,1,4.0,174,4.0,0,10.0,6.0,0,7.0,4.0,1,0.43,0,20.0,3.0,0,1,1,0
0,7.0,2.0,1,50.0,2.0,1,8.0,55,2.0,0,10.0,7.0,0,8.0,6.0,0,0.02,0,10.0,2.0,0,1,0,0
0,6.0,0.0,1,15.0,4.0,1,5.0,20,2.0,0,15.0,8.0,0,9.0,4.0,1,-0.37,0,20.0,3.0,0,1,1,0
0,9.0,3.0,0,23.0,6.0,0,7.0,180,5.0,0,18.0,7.0,0,7.0,7.0,0,0.26,0,19.0,6.0,0,0,0,0
1,5.0,3.0,1,19.61,2.0,1,4.0,175,4.0,0,13.73,4.0,0,4.0,2.0,1,-0.08,1,17.65,2.0,1,1,1,0
0,6.0,2.0,0,22.0,6.0,1,1.0,85,4.0,0,16.0,6.0,0,8.0,8.0,1,0.35,0,15.0,6.0,0,0,0,0
0,7.0,5.0,0,25.0,9.0,0,6.0,171,6.0,0,0.0,5.0,0,5.0,8.0,0,-0.01,1,25.0,6.0,1,0,0,0
1,3.0,6.0,0,25.0,6.0,0,6.0,30,6.0,0,5.0,3.0,0,2.0,6.0,1,0.15,1,25.0,5.0,1,1,0,0
0,7.0,3.0,1,20.0,4.0,0,6.0,126,6.0,0,10.0,6.5,0,5.0,6.0,1,0.52,1,20.0,5.0,0,1,0,0
0,6.0,3.0,0,20.0,9.0,0,5.0,236,8.0,1,15.0,7.0,0,7.0,8.0,1,-0.57,0,20.0,6.0,0,1,0,1
0,9.0,0.0,0,22.495346845216552,9.0,0,9.0,189,9.0,1,11.845930415807977,9.0,1,8.0,10.0,0,0.21,0,20.27075883701291,9.0,0,0,0,1
0,8.0,3.0,0,35.0,9.0,0,7.0,245,7.0,1,0.0,7.0,1,7.0,9.0,0,-0.15,0,35.0,9.0,0,0,0,0
0,6.0,3.0,1,13.21,3.0,0,4.0,151,8.0,1,15.09,7.0,0,8.0,4.0,1,0.71,0,18.87,6.0,0,1,1,0
1,5.0,1.0,0,10.0,7.0,0,5.0,53,6.0,0,15.0,6.0,0,5.0,7.0,1,-0.4,1,30.0,6.0,0,0,0,0
0,7.0,5.0,1,14.0,4.0,0,6.0,36,7.0,1,14.0,7.0,0,7.0,6.0,0,0.22,0,20.0,5.0,0,1,0,0
0,8.0,1.0,1,30.0,3.0,1,4.0,94,2.0,0,10.0,4.0,0,6.0,3.0,1,-0.56,0,20.0,5.0,1,1,1,0
0,9.0,5.0,0,22.495346845216552,7.0,0,8.0,30,8.0,1,11.845930415807977,9.0,1,10.0,9.0,0,0.21,0,20.27075883701291,10.0,0,0,0,1
1,5.0,3.0,1,8.33,4.0,0,4.0,175,5.0,0,18.75,5.0,0,5.0,5.0,1,0.55,1,20.83,5.0,1,1,1,0
1,3.0,4.0,0,20.0,10.0,1,3.0,243,4.0,0,15.0,4.0,1,3.0,10.0,1,0.17,1,20.0,10.0,1,0,0,0
0,6.0,0.0,1,25.0,5.0,1,6.0,235,4.0,0,15.0,5.0,0,5.0,5.0,0,0.58,1,20.0,4.0,1,1,1,0
0,6.0,4.0,0,16.67,10.0,1,5.0,135,3.0,0,16.67,6.0,0,7.0,7.0,1,0.48,0,16.67,6.0,0,0,0,1
0,7.0,3.0,1,20.0,5.0,0,7.0,150,8.0,1,14.0,6.0,0,8.0,5.0,0,0.35,0,18.0,5.0,0,1,1,0
0,8.0,3.0,0,14.0,7.0,0,6.0,126,8.0,1,20.0,8.0,0,7.0,8.0,0,0.12,0,16.0,4.0,0,1,0,0
1,3.0,0.0,0,16.28,6.0,0,6.0,220,5.0,0,11.63,8.0,0,2.0,6.0,0,0.85,1,18.6,6.0,0,0,0,0
0,7.0,0.0,0,50.0,7.0,1,6.0,61,4.0,0,0.0,5.0,0,8.0,6.0,0,0.04,0,20.0,4.0,1,1,0,0
0,7.0,5.0,0,40.0,6.0,0,5.0,255,6.0,0,0.0,7.0,0,8.0,8.0,1,0.44,0,20.0,5.0,0,1,0,0
0,9.0,5.0,1,50.0,4.0,0,8.0,0,9.0,1,0.0,8.0,0,8.0,2.0,0,0.21,0,30.0,1.0,0,1,1,0
0,8.0,0.0,0,7.5,6.0,0,6.0,110,5.0,0,20.0,6.0,0,5.0,8.0,1,0.09,1,20.0,6.0,1,0,0,0
0,8.0,2.0,1,10.0,5.0,1,5.0,126,0.0,0,20.0,6.0,0,7.0,4.0,1,-0.05,0,25.0,5.0,0,1,1,0
1,2.0,6.0,0,15.0,6.0,1,2.0,135,3.0,0,15.0,3.0,0,2.0,5.0,1,-0.52,1,25.0,6.0,1,1,1,0
1,4.0,2.0,0,50.0,10.0,0,4.0,191,6.0,0,10.0,4.0,1,4.0,9.0,1,-0.39,1,10.0,9.0,1,0,0,0
0,7.0,3.0,0,20.0,8.0,1,5.0,126,4.0,0,15.0,7.0,0,6.0,5.0,1,0.0,0,25.0,5.0,0,1,1,0
1,5.0,2.0,0,12.0,7.0,0,4.0,35,5.0,0,12.0,3.0,0,5.0,6.0,1,0.15,1,20.0,4.0,1,1,0,0
0,8.0,3.0,0,16.0,7.0,0,8.0,23,7.0,1,16.0,8.0,0,8.0,5.0,0,0.62,0,20.0,8.0,0,0,1,1
0,6.0,3.0,0,31.58,7.0,0,6.0,246,6.0,0,10.53,7.0,0,6.0,5.0,0,0.72,0,15.79,4.0,0,1,1,0
0,6.0,3.0,1,15.0,5.0,0,7.0,126,6.0,0,15.0,8.0,0,8.0,7.0,0,0.21,0,20.0,6.0,0,0,0,1
0,8.0,5.0,0,22.0,6.0,0,6.0,82,6.0,0,16.0,6.0,0,8.0,6.0,0,0.4,0,15.0,5.0,0,1,0,0
1,5.0,0.0,0,23.81,9.0,0,6.0,119,6.0,0,2.38,5.0,0,5.0,7.0,0,0.4,1,23.81,6.0,1,0,0,0
0,10.0,2.0,0,25.0,7.0,0,5.0,220,5.0,0,5.0,8.0,0,10.0,7.0,1,-0.49,0,20.0,6.0,0,1,0,1
0,8.0,3.0,1,27.78,3.0,0,6.0,126,5.0,0,2.78,8.0,0,9.0,5.0,1,0.22,0,19.44,6.0,0,1,1,0
0,9.0,18.0,1,15.38,3.0,0,8.0,109,7.0,1,19.23,7.0,0,8.0,4.0,0,-0.24,0,17.31,4.0,0,1,1,0
0,6.0,5.0,0,10.0,10.0,0,1.0,30,7.0,1,15.0,4.0,0,1.0,5.0,1,-0.2,1,30.0,5.0,1,1,1,0
1,6.400597907324364,5.0,0,40.0,9.0,0,6.0,176,7.0,1,5.0,5.0,0,5.0,7.0,1,0.1,1,10.0,8.0,1,0,0,1
0,6.0,2.0,0,15.0,7.0,1,3.0,231,3.0,0,10.0,4.0,0,5.0,6.0,1,0.51,1,20.0,8.0,1,0,0,0
1,3.0,6.0,0,16.0,8.0,0,2.0,217,5.0,0,8.0,4.0,0,6.0,8.0,1,0.18,0,18.0,7.0,1,0,0,0
0,7.0,6.0,0,35.0,9.0,0,6.0,87,6.0,0,10.0,8.0,0,8.0,6.0,1,0.85,0,35.0,6.0,0,0,0,0
1,5.0,3.0,0,40.0,8.0,1,4.0,126,2.0,0,20.0,4.0,0,4.0,8.0,1,-0.19,1,10.0,6.0,1,1,0,0
0,7.0,2.0,0,17.02,8.0,0,2.0,109,6.0,0,8.51,7.0,0,6.0,6.0,1,0.0,0,17.02,6.0,0,0,0,0
0,8.0,1.0,0,10.0,6.0,0,6.0,152,8.0,1,10.0,8.0,0,6.0,6.0,1,0.41,0,40.0,6.0,0,0,0,0
0,7.0,1.0,0,15.0,6.0,1,5.0,72,4.0,0,10.0,5.0,0,6.0,7.0,1,-0.3,0,25.0,7.0,1,0,0,0
0,8.0,4.0,1,20.0,5.0,0,8.0,221,8.0,1,10.0,8.0,0,7.0,3.0,0,0.07,0,20.0,5.0,0,1,1,0
0,6.0,3.0,0,10.0,8.0,1,6.0,39,3.0,0,20.0,6.0,0,3.0,7.0,0,0.45,1,15.0,7.0,0,0,0,0
0,9.0,6.0,0,14.71,6.0,0,7.0,244,8.0,1,20.59,8.0,0,6.0,7.0,0,-0.27,0,14.71,6.0,0,0,0,1
0,10.0,3.0,0,40.0,6.0,0,7.0,191,5.0,0,15.0,8.0,0,9.0,7.0,0,0.15,0,20.0,5.0,0,1,0,0
1,6.400597907324364,0.5,1,70.0,3.0,1,6.0,67,5.0,0,0.0,6.0,0,6.189995107632094,6.0,1,0.45,1,15.0,6.0,1,1,0,0
0,7.0,2.0,0,35.0,7.0,0,6.0,204,5.0,0,5.0,6.0,0,7.0,8.0,1,-0.06,0,20.0,7.0,0,0,0,1
0,7.0,3.0,1,14.89,4.0,0,6.0,109,6.0,0,10.64,7.0,0,6.0,5.0,0,0.28,0,21.28,6.0,0,0,1,0
0,8.0,8.0,0,35.0,10.0,0,8.0,189,7.0,1,0.0,8.0,1,8.0,10.0,0,0.26,0,15.0,5.0,0,1,0,1
0,6.0,1.0,1,10.0,5.0,0,6.0,172,6.0,0,20.0,7.0,0,7.0,6.0,1,0.37,0,20.0,7.0,0,0,0,0
0,6.0,4.0,0,25.0,9.0,1,6.0,16,4.0,0,10.0,4.0,0,4.0,7.0,0,0.58,1,20.0,6.0,1,0,0,0
0,9.0,9.0,0,25.0,8.0,0,7.0,118,9.0,1,0.0,7.0,1,9.0,10.0,0,-0.04,0,25.0,9.0,0,0,0,1
1,5.0,1.0,0,30.0,7.0,0,3.0,53,6.0,0,5.0,6.0,1,5.0,10.0,1,0.17,1,20.0,3.0,0,1,0,0
0,10.0,3.0,1,21.0,5.0,0,9.0,191,7.0,1,10.0,8.0,0,10.0,7.0,0,0.44,0,19.0,7.0,0,0,0,0
0,9.0,3.0,0,50.0,7.0,0,9.0,146,9.0,1,15.0,9.0,0,9.0,7.0,0,0.49,0,25.0,6.0,0,0,0,1
0,8.0,4.0,0,15.0,7.0,0,7.0,88,8.0,1,15.0,8.0,0,8.0,7.0,0,0.44,0,20.0,6.0,0,0,0,0
1,4.0,4.0,0,20.0,6.0,0,4.0,19,6.0,0,15.0,4.0,0,6.0,5.0,1,-0.29,0,10.0,5.0,1,1,1,0
1,5.0,2.0,1,20.0,2.0,0,6.0,236,5.0,0,10.0,6.0,0,6.0,2.0,0,0.32,0,20.0,1.0,0,1,1,0
0,6.0,4.0,0,20.0,7.0,0,6.0,30,6.0,0,7.5,5.0,0,5.0,7.0,0,0.43,1,17.5,7.0,1,0,0,0
0,9.0,5.0,0,22.495346845216552,8.0,0,8.0,135,8.0,1,11.845930415807977,9.0,1,9.0,10.0,0,0.21,0,20.27075883701291,8.0,0,0,0,0
1,5.0,2.0,1,20.0,5.0,0,4.0,201,6.0,0,0.0,5.0,0,6.0,6.0,1,0.74,0,20.0,4.0,1,1,0,0
1,5.0,2.0,0,30.0,8.0,1,3.0,93,3.0,0,10.0,4.0,0,5.0,5.0,1,0.19,1,20.0,5.0,1,1,1,0
1,5.0,5.0,1,15.0,3.0,1,4.0,218,3.0,0,10.0,4.0,0,6.0,4.0,1,0.44,0,20.0,4.0,1,1,1,0
0,6.0,0.0,0,23.0,6.0,1,4.0,235,4.0,0,18.0,5.0,0,3.0,6.0,1,0.39,1,19.0,6.0,1,0,0,1
1,5.0,1.0,1,40.0,5.0,1,8.0,70,2.0,0,0.0,5.0,0,5.0,7.0,0,-0.29,1,20.0,7.0,1,0,0,0
0,8.0,1.0,0,20.0,7.0,1,3.0,135,2.0,0,20.0,3.0,0,6.0,7.0,1,0.46,0,20.0,5.0,1,1,0,0
1,3.0,3.0,0,25.0,9.0,1,4.0,236,4.0,0,20.0,5.0,0,4.0,7.0,1,-0.38,1,25.0,6.0,1,0,0,0
0,8.0,3.0,1,13.21,3.0,0,5.0,135,5.0,0,15.09,7.0,0,8.0,6.0,1,0.15,0,18.87,6.0,0,1,0,0
0,8.0,5.0,0,50.0,6.0,0,4.0,176,7.0,1,10.0,5.0,0,6.189995107632094,6.0,1,-0.33,1,20.0,7.0,1,0,0,0
0,6.0,2.0,0,10.0,7.0,1,3.0,174,5.0,0,20.0,7.0,0,6.0,8.0,1,0.54,0,20.0,7.0,0,0,0,1
0,8.0,0.0,0,40.0,7.0,0,9.0,61,8.0,1,11.845930415807977,9.0,0,6.0,7.0,0,0.32,0,20.0,7.0,0,0,0,0
0,6.0,2.0,0,16.0,7.0,0,5.0,191,7.0,1,15.0,6.0,0,4.0,6.0,1,0.15,1,20.0,5.0,0,1,0,0
0,6.0,3.0,1,16.28,6.190411462160177,0,5.0,167,7.0,1,11.63,5.0,0,5.0,6.400598653030681,1,-0.06,1,18.6,6.0,1,1,1,0
0,8.0,2.0,1,22.495346845216552,4.0,0,5.0,57,7.0,1,11.845930415807977,8.0,0,7.0,3.0,1,0.21,0,20.27075883701291,4.0,0,1,1,0
1,5.0,2.0,0,20.0,6.0,0,5.0,14,6.0,0,20.0,6.0,0,6.0,5.0,1,0.18,0,10.0,5.0,0,1,1,0
1,2.0,3.0,1,20.0,5.0,0,6.0,1,5.0,0,15.0,4.0,0,5.0,6.0,0,-0.48,1,16.0,3.0,1,1,0,0
0,8.0,18.0,0,14.0,7.0,0,10.0,109,8.0,1,14.0,9.0,0,8.0,7.0,0,0.1,0,20.0,5.0,0,1,0,0
0,6.0,5.0,0,60.0,9.0,0,7.0,89,5.0,0,0.0,7.0,0,7.0,8.0,0,0.48,0,0.0,6.0,0,1,0,1
1,4.0,1.0,0,15.91,7.0,0,6.0,177,6.0,0,11.36,5.0,0,4.0,5.0,1,0.58,1,20.45,3.0,1,1,1,0
0,6.0,3.0,0,20.0,6.0,0,5.0,135,6.0,0,20.0,7.0,0,7.0,5.0,1,0.16,0,20.0,6.0,0,0,1,0
0,9.0,2.0,0,20.0,6.0,0,8.0,123,5.0,0,5.0,8.0,0,8.0,8.0,0,0.33,0,23.0,6.0,0,0,0,0
0,8.0,3.0,0,50.0,9.0,0,8.0,135,10.0,1,5.0,8.0,0,8.0,7.0,0,0.44,0,10.0,8.0,0,0,0,0
0,7.0,4.0,1,15.0,3.0,0,6.0,47,5.0,0,20.0,7.0,0,7.0,5.0,1,0.16,0,20.0,4.0,0,1,1,0
1,5.0,2.0,0,10.0,8.0,0,5.0,77,5.0,0,5.0,5.0,0,5.0,8.0,1,0.65,1,25.0,7.0,1,0,0,0
0,7.0,7.0,1,15.56,5.0,0,7.0,142,7.0,1,13.33,7.0,0,7.0,8.0,0,0.31,0,17.78,6.0,0,0,0,1
0,8.0,3.0,1,30.0,5.0,0,7.0,31,5.0,0,5.0,7.0,0,7.0,5.0,0,0.1,0,30.0,5.0,0,1,1,0
0,8.0,2.0,0,20.83,8.0,0,6.0,258,5.0,0,18.75,6.0,0,7.0,8.0,1,-0.01,0,16.67,5.0,0,1,0,1
1,4.0,3.0,0,20.0,9.0,1,6.0,187,3.0,0,15.0,3.0,1,4.0,10.0,0,0.22,1,20.0,10.0,1,0,0,0
0,6.0,3.0,0,8.33,9.0,1,4.0,10,2.0,0,18.75,5.0,0,5.0,8.0,1,0.61,1,20.83,8.0,1,0,0,0
0,7.0,2.0,0,6.67,8.0,0,6.0,135,7.0,1,15.56,6.5,1,6.5,9.0,1,-0.09,0,20.0,7.0,0,0,0,0
0,8.0,2.5,1,35.0,5.0,0,7.0,208,7.0,1,0.0,8.0,0,8.0,7.0,0,0.36,0,15.0,5.0,0,1,0,0
1,5.0,3.0,1,16.0,4.0,0,5.0,135,5.0,0,14.0,5.0,0,5.0,6.0,1,0.34,1,20.0,5.0,1,1,0,0
1,4.0,3.0,0,30.0,6.0,0,5.0,178,6.0,0,5.0,6.0,0,6.0,6.0,1,0.58,0,30.0,4.0,0,1,0,0
0,9.0,3.0,0,20.0,6.0,0,5.0,220,5.0,0,20.0,5.0,0,7.0,7.0,1,-0.31,0,20.0,6.0,1,1,0,0
0,9.0,10.0,0,20.0,8.0,0,10.0,150,8.0,1,5.0,8.0,0,8.0,6.0,0,0.01,0,20.0,8.0,0,0,0,1
0,6.0,0.0,0,20.0,6.0,0,4.0,200,5.0,0,10.0,5.0,0,5.0,8.0,1,-0.12,1,25.0,7.0,1,0,0,0
1,5.0,3.0,1,20.0,3.0,1,3.0,236,4.0,0,5.0,6.0,0,9.0,3.0,1,0.45,0,50.0,0.0,0,1,1,0
1,3.0,0.0,1,30.0,5.0,1,2.0,191,2.0,0,10.0,2.0,0,2.0,5.0,1,-0.05,1,10.0,6.0,1,1,1,0
0,9.0,3.0,0,20.0,7.0,0,8.0,220,8.0,1,10.0,7.0,0,9.0,8.0,0,-0.09,0,25.0,7.0,0,0,0,1
1,6.400597907324364,3.0,1,22.0,3.0,1,6.0,150,2.0,0,10.0,5.0,0,7.0,5.0,1,0.42,0,30.0,6.0,1,0,1,0
0,7.0,4.0,0,25.0,7.0,0,4.0,19,6.5,1,10.0,6.5,0,8.0,6.0,1,0.17,0,20.0,3.0,0,1,0,0
0,7.0,8.0,0,20.0,7.0,0,6.0,154,5.0,0,20.0,7.0,0,6.0,6.0,0,0.5,0,20.0,8.0,0,0,0,0
0,6.0,3.0,1,15.38,4.0,0,4.0,46,5.0,0,19.23,4.0,0,6.0,5.0,1,0.07,0,17.31,5.0,1,1,1,0
0,6.0,3.0,1,18.0,4.0,0,7.0,17,6.0,0,10.0,6.0,0,7.0,4.0,0,0.43,0,20.0,4.0,0,1,1,0
0,8.0,3.0,0,15.0,7.0,0,9.0,245,8.0,1,15.0,6.5,1,7.0,9.0,0,0.28,0,20.0,8.0,0,0,0,1
0,6.0,0.0,0,15.38,7.0,0,5.0,125,7.0,1,17.31,6.0,0,6.0,6.0,1,-0.27,0,17.31,5.0,0,1,0,0
0,7.0,1.0,0,20.0,6.0,1,8.0,150,4.0,0,10.0,6.0,0,6.0,8.0,0,-0.09,0,20.0,5.0,0,1,0,0
0,8.0,4.0,0,20.0,8.0,1,4.0,19,3.0,0,10.0,6.0,0,8.0,6.0,1,0.22,0,30.0,5.0,0,1,0,1
1,3.0,10.0,0,20.0,6.0,1,3.0,68,4.0,0,20.0,1.0,0,3.0,8.0,1,0.34,1,20.0,7.0,1,0,0,0
0,7.0,4.0,0,14.0,7.0,0,7.0,179,7.0,1,18.0,7.0,0,1.0,7.0,0,-0.21,1,18.0,6.0,0,1,0,1
0,7.0,3.0,0,13.51,6.0,0,6.0,150,8.0,1,18.92,7.0,0,6.0,5.0,1,-0.01,0,21.62,8.0,0,0,1,0
0,7.0,2.0,0,40.0,10.0,0,5.0,101,5.0,0,0.0,7.0,1,6.0,10.0,1,0.71,0,20.0,10.0,0,0,0,0
0,8.0,5.0,1,13.04,5.0,0,6.0,143,5.0,0,15.22,7.0,0,7.0,6.400598653030681,1,0.4,0,17.39,6.0,0,1,1,0
0,9.0,3.0,0,10.0,7.0,0,7.0,30,8.0,1,10.0,10.0,0,7.0,7.0,0,0.26,0,25.0,7.0,0,0,0,1
1,1.0,1.0,0,20.51,6.0,1,1.0,182,1.0,0,20.51,1.0,0,2.0,5.0,1,-0.24,1,23.08,4.0,1,1,1,0
0,7.0,3.0,0,13.21,7.0,0,8.0,85,6.0,0,15.09,8.0,0,8.0,7.0,0,-0.02,0,18.87,6.0,0,1,0,0
0,9.0,5.0,0,15.0,8.0,0,6.0,135,7.0,1,10.0,7.0,1,5.0,9.0,0,0.14,1,35.0,8.0,0,0,0,1
0,6.0,0.0,0,50.0,7.0,1,5.0,73,3.0,0,30.0,6.0,0,5.0,7.0,1,0.01,1,5.0,8.0,0,0,0,0
0,8.0,1.0,1,25.0,5.0,1,2.0,194,3.0,0,5.0,6.0,0,5.0,6.0,1,0.23,1,20.0,3.0,0,1,0,0
0,7.0,7.0,0,14.89,6.0,0,7.0,142,7.0,1,10.64,7.0,0,7.0,7.0,0,0.17,0,21.28,6.0,0,0,0,1
0,9.0,2.0,0,20.0,8.0,0,10.0,13,8.0,1,10.0,9.0,1,9.0,9.0,0,0.81,0,20.0,8.0,0,0,0,1
0,6.0,1.0,1,70.0,4.0,1,8.0,34,2.0,0,1.0,8.0,0,8.0,7.0,0,0.35,0,20.0,10.0,0,0,0,1
1,3.0,4.0,0,30.0,6.0,1,1.0,226,3.0,0,5.0,3.0,0,2.0,7.0,1,0.51,1,10.0,5.0,1,1,0,0
